brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,Car_Age,Price_per_KM,Milage_per_Year
Mazda,CX-30 Premium Package,2021,45303,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Snowflake White Pearl,White / Brown,None reported,Yes,25382.0,5,0.5602595797280593,7550.5
Lexus,ES 350 Base,2016,53900,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,None reported,Yes,27500.0,10,0.5101946160553608,4900.0
Jeep,Wrangler Sahara,2008,54000,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Green,Gray,None reported,Yes,20000.0,18,0.37036351178681876,2842.1052631578946
Chevrolet,Avalanche 1500 LTZ,2007,129000,Gasoline,366.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,17950.0,19,0.13914620816892892,6450.0
Jeep,Grand Cherokee L Laredo,2022,10232,Gasoline,3.6L V6 24V MPFI DOHC,Automatic,Diamond Black,Global Black,None reported,Yes,44646.0,4,4.36294341835239,2046.4
Acura,MDX w/Advance Package,2023,3708,Gasoline,3.5 Liter SOHC,Automatic,White,Espresso,None reported,Yes,58998.0,3,15.906713399838232,927.0
Nissan,Pathfinder SL,2018,167000,Gasoline,284.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,14500.0,8,0.08682582739025514,18555.555555555555
Tesla,Model X Long Range,2019,37000,Gasoline,518.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,Black,None reported,Yes,58000.0,7,1.567525202021567,4625.0
Subaru,Impreza Premium,2022,10419,Gasoline,"2L H-4 gasoline direct injection, DOHC, variable valve control,",Variable,Crystal White Pearl,Black,At least 1 accident or damage reported,Yes,24998.0,4,2.3990403071017274,2083.8
Audi,A8 4.0T,2014,96238,Gasoline,420.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,22500.0,12,0.23379295296085786,7402.923076923077
Subaru,Ascent Limited 7-Passenger,2022,12700,Gasoline,260.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Beige,None reported,Yes,38500.0,4,3.0312573813085586,2540.0
Chevrolet,Avalanche 1500 LT,2007,244000,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Gray,Gray,None reported,Yes,16900.0,19,0.06926201122126549,12200.0
Porsche,Cayenne S,2015,124000,Gasoline,420.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,25000.0,11,0.20161127732840864,10333.333333333334
BMW,335 i,2009,123000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Purple,Black,None reported,Yes,15000.0,17,0.12195022804692644,6833.333333333333
GMC,Sierra 1500 Limited Elevation,2022,24900,Gasoline,310.0HP 2.7L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,49900.0,4,2.0039355849162686,4980.0
Ford,Explorer Sport,2016,95500,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,20000.0,10,0.20942189087025267,8681.818181818182
Cadillac,Escalade ESV Sport,2021,4283,Gasoline,6.2L V8 16V GDI OHV,10-Speed Automatic,Black,Brandy,None reported,Yes,479995.0,5,112.0436507936508,713.8333333333334
Lexus,LX 570 Three-Row,2021,48300,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Red,None reported,Yes,82000.0,5,1.6976874184799486,8050.0
BMW,M3 Base,2008,94000,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Red,None reported,Yes,25999.0,18,0.27658216401953173,4947.368421052632
Nissan,Xterra Pro-4X,2011,183000,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,12000.0,15,0.06557341216714663,11437.5
Ford,Fusion Hybrid SE Hybrid,2013,126225,Hybrid,188.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,Silver,Black,At least 1 accident or damage reported,Yes,11500.0,13,0.09110642815267853,9016.07142857143
Volkswagen,Golf GTI 2.0T SE 4-Door,2016,87892,Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,16000.0,10,0.1820395253319377,7990.181818181818
Cadillac,CTS-V Base,2012,45000,Gasoline,556.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,None reported,Yes,41500.0,14,0.92220172885047,3000.0
Aston,Martin Vantage Base,2022,1023,Gasoline,503.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Brown,None reported,Yes,156900.0,4,153.22265625,204.6
Lexus,GX 460 Base,2015,106000,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,37500.0,11,0.35377024745049573,8833.333333333334
GMC,Acadia SLT-1,2019,51300,Gasoline,193.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,25500.0,7,0.4970663339895908,6412.5
Ford,Bronco Sport Big Bend,2021,30176,Gasoline,1.5L I3 12V PDI DOHC Turbo,8-Speed Automatic,Black,Medium Dark Slate,None reported,Yes,28979.0,5,0.9603008914073632,5029.333333333333
Nissan,Titan SV,2021,27598,Gasoline,5.6L V8 32V GDI DOHC,9-Speed Automatic,Black,Black,None reported,Yes,39884.0,5,1.4451248233631653,4599.666666666667
Volkswagen,Jetta SportWagen SE,2012,107000,Gasoline,170.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,9499.0,14,0.0887748712628854,7133.333333333333
Land,Rover Range Rover 5.0L V8 Supercharged,2019,17500,Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,65000.0,7,3.714073481515342,2187.5
RAM,2500 Laramie,2017,117878,Diesel,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,Transmission w/Dual Shift Mode,Red,Black,None reported,Yes,42000.0,9,0.35629755936171836,11787.8
Nissan,Murano SL,2010,138700,Gasoline,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,Gray,Black,At least 1 accident or damage reported,Yes,7000.0,16,0.050468273480364235,8158.823529411765
Cadillac,Escalade ESV Base,2009,152068,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,12350.0,17,0.08121313351176111,8448.222222222223
BMW,428 i xDrive SULEV,2016,77000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,At least 1 accident or damage reported,Yes,26999.0,10,0.3506318099764938,7000.0
Ford,Focus RS Base,2017,26000,Gasoline,350.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,37000.0,9,1.4230221914541747,2600.0
Lexus,CT 200h Premium,2014,131200,Hybrid,134.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Brown,Brown,None reported,Yes,14000.0,12,0.10670650376140425,10092.307692307691
Buick,Enclave Leather,2017,83280,Gasoline,3.6L V6 24V GDI DOHC,6-Speed Automatic,Quicksilver Metallic,Ebony,None reported,Yes,20599.0,9,0.2473433316122525,8328.0
BMW,M3 Base,2015,59000,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,53500.0,11,0.9067642921306418,4916.666666666667
Volkswagen,Arteon 2.0T SEL R-Line,2020,15500,Gasoline,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,30000.0,6,1.9353590090961874,2214.285714285714
BMW,X6 xDrive35i,2013,90000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,Yes,19950.0,13,0.22166420373106965,6428.571428571428
INFINITI,G35 Base,2006,94000,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Gray,At least 1 accident or damage reported,Yes,10995.0,20,0.11696684077828959,4476.190476190476
Hummer,H2 Base,2008,63750,Gasoline,393.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,55000.0,18,0.8627315649950589,3355.2631578947367
Mercedes-Benz,C-Class C 300 4MATIC Luxury,2011,95500,Gasoline,228.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,At least 1 accident or damage reported,Yes,15990.0,15,0.167432801750767,5968.75
Acura,ILX Premium Package,2019,37900,Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,26000.0,7,0.6859977309305824,4737.5
Porsche,911 GT3,2015,13250,Gasoline,475.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Brown,Gray,None reported,Yes,154900.0,11,11.689683797449248,1104.1666666666667
RAM,1500 Longhorn,2019,76249,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Diamond Black,Mountain Brown,At least 1 accident or damage reported,Yes,40995.0,7,0.5376393442622951,9531.125
Chevrolet,Suburban LT,2022,37806,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,60894.0,4,1.6106541116724415,7561.2
Dodge,Ram 2500 ST,2010,151544,Gasoline,355.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Brown,Gray,At least 1 accident or damage reported,Yes,17700.0,16,0.11679699099277442,8914.35294117647
Chevrolet,Camaro 2SS,2012,60345,Gasoline,400.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Yellow,Black,None reported,Yes,26950.0,14,0.44659132336857454,4023.0
Dodge,Challenger SE,2010,90305,Gasoline,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,12000.0,16,0.13288153611055745,5312.058823529412
Jeep,Grand Cherokee L Limited,2022,13275,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Velvet Red Pearlcoat,Global Black,None reported,Yes,42599.0,4,3.2087225067791505,2655.0
Chevrolet,Camaro 2SS,2018,8660,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,45000.0,8,5.195704883962591,962.2222222222222
Ford,F-350 Lariat,2021,28220,Diesel,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,Silver,Black,None reported,Yes,73600.0,5,2.6079869600651997,4703.333333333333
Ford,F-250 King Ranch,2015,97700,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,–,None reported,Yes,39950.0,11,0.40890062537742705,8141.666666666667
Chevrolet,Corvette Stingray w/3LT,2023,4200,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,98000.0,3,23.327779100214233,1050.0
Bentley,Continental GT V8 First Edition,2020,27404,Gasoline,"4L V-8 gasoline direct injection, DOHC, variable valve control,",Automatic,Dark Sapphire,Linen,None reported,Yes,199991.0,6,7.297609925196132,3914.8571428571427
Lincoln,MKC Reserve,2016,100000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,White,None reported,Yes,24000.0,10,0.23999760002399975,9090.90909090909
Land,Rover Discovery SE,2018,63295,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,White,None reported,Yes,29993.0,8,0.4738530080889788,7032.777777777777
Land,Rover Defender V8,2022,3000,Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,96500.0,4,32.15594801732756,600.0
Chevrolet,Silverado 1500 2LT,2014,102604,E85 Flex Fuel,355.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Gray,Gray,None reported,Yes,25500.0,12,0.24852590029725646,7892.615384615385
Mercedes-Benz,AMG G 63 Base,2017,39800,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Red,None reported,Yes,99000.0,9,2.487374689078164,3980.0
Ford,F-250 XLT,2019,124000,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Gray,None reported,Yes,40100.0,7,0.32338448883476745,15500.0
Tesla,Model 3 Base,2022,12080,Gasoline,271.0HP Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,36750.0,4,3.04196672460889,2416.0
Lexus,LX 570 Three-Row,2018,39300,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,69500.0,8,1.7684028396224014,4366.666666666667
INFINITI,QX60 Luxe,2019,51000,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,Gray,–,At least 1 accident or damage reported,Yes,29000.0,7,0.5686163016411443,6375.0
Rivian,R1S Adventure Package,2023,250,Gasoline,835.0HP Electric Motor Electric Fuel System,1-Speed A/T,Green,Black,None reported,Yes,97500.0,3,388.44621513944224,62.5
Land,Rover Range Rover Sport 3.0L Supercharged HSE,2017,67000,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Beige,None reported,Yes,35999.0,9,0.5372904882016686,6700.0
INFINITI,QX60 Base,2014,95400,Gasoline,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,14195.0,12,0.14879298959130408,7338.461538461538
Hyundai,Sonata GLS,2013,136991,Gasoline,198.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,None reported,Yes,11000.0,13,0.08029665965895819,9785.07142857143
Toyota,Tundra Limited,2022,3959,Gasoline,389.0HP 3.4L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Gray,None reported,Yes,55000.0,4,13.88888888888889,791.8
Jeep,Grand Cherokee Limited,2020,47500,Gasoline,293.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Purple,Black,None reported,Yes,31000.0,6,0.652617839624429,6785.714285714285
Ford,F-350 Lariat Crew Cab Super Duty DRW,2005,176691,Diesel,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,13000.0,21,0.07357435537545559,8031.409090909091
Tesla,Model 3 Performance,2021,33000,Gasoline,455.0HP Electric Motor Electric Fuel System,1-Speed A/T,Red,White,None reported,Yes,55000.0,5,1.6666161631465712,5500.0
Mercedes-Benz,CLS-Class CLS 550,2014,34600,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,27500.0,12,0.7947747174937141,2661.5384615384614
RAM,2500 SLT,2014,84500,Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,34000.0,12,0.4023621022236423,6500.0
Kia,Sorento Hybrid EX,2022,36100,Hybrid,227.0HP 1.6L 4 Cylinder Engine Gas/Electric Hybrid,6-Speed A/T,Black,White,None reported,Yes,37500.0,4,1.038752389130495,7220.0
Hyundai,Genesis 3.8,2015,92225,Gasoline,311.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,17000.0,11,0.1843297985383731,7685.416666666667
Jeep,Compass Latitude,2020,17500,Gasoline,180.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Silver,Black,None reported,Yes,25695.0,6,1.4682018170390263,2500.0
Ford,Fusion SE,2011,114323,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,6000.0,15,0.05248241838983941,7145.1875
Toyota,FJ Cruiser Base,2014,92000,Gasoline,260.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Beige,Black,None reported,Yes,27500.0,12,0.2989097944587559,7076.923076923077
BMW,430 Gran Coupe i xDrive,2018,29025,Gasoline,2.0 Liter DOHC T/C,Automatic,Carbon Black Metallic,Black,None reported,Yes,29998.0,8,1.0334872183559567,3225.0
Dodge,Durango SRT 392,2021,17000,Gasoline,475.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,65000.0,5,3.8233045114993236,2833.3333333333335
Hyundai,Santa Fe GLS,2015,96476,Gasoline,290.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,None reported,Yes,13000.0,11,0.134747141805819,8039.666666666667
Volkswagen,Atlas 3.6L SEL Premium,2021,36311,Gasoline,3.6L V6 24V GDI DOHC,8-Speed Automatic,Deep Black Pearl Effect,Titan Black / Quarzit,None reported,Yes,39127.0,5,1.0775225820665344,6051.833333333333
Land,Rover Range Rover Sport 5.0L Supercharged Dynamic,2016,56842,Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,35000.0,10,0.6157310486779375,5167.454545454545
Nissan,Murano SV,2021,23677,Gasoline,3.5L V6 24V MPFI DOHC,Automatic CVT,Sunset Drift Chromaflair,Graphite,None reported,Yes,29510.0,5,1.246304586536025,3946.1666666666665
Buick,Envision Essence,2020,27340,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Summit White,Ebony,None reported,Yes,31700.0,6,1.1594308913353573,3905.714285714286
Chevrolet,Silverado 1500 RST,2020,26177,Gasoline,5.3L V8 16V GDI OHV,Automatic,Shadow Gray Metallic,Jet Black,None reported,Yes,41986.0,6,1.6038658415463367,3739.5714285714284
Pontiac,Solstice GXP,2009,122348,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,At least 1 accident or damage reported,Yes,10000.0,17,0.08173340198939101,6797.111111111111
BMW,640 Gran Coupe i xDrive,2015,98000,Gasoline,315.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,None reported,Yes,22500.0,11,0.22958949398475526,8166.666666666667
Tesla,Model 3 Standard Range Plus,2019,32300,Gasoline,Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,29000.0,7,0.8978050215163618,4037.5
MINI,Countryman Cooper S,2019,18997,Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,None reported,Yes,26750.0,7,1.4080429518896727,2374.625
Porsche,Boxster GTS,2016,40350,Gasoline,330.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,67995.0,10,1.6850883497311095,3668.181818181818
Ford,Expedition EL King Ranch,2011,156856,E85 Flex Fuel,310.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Brown,None reported,Yes,14300.0,15,0.0911658389488515,9803.5
Bentley,Continental GT GT Speed,2022,1919,Gasoline,12 Cylinder Engine,8-SPEED A/T,Granite,Porpoise,None reported,Yes,289991.0,4,151.03697916666667,383.8
BMW,X5 M Base,2017,61773,Gasoline,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,46000.0,9,0.7446498526888334,6177.3
Ford,Mustang GT Premium,2011,74500,Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,22000.0,15,0.2952980496906082,4656.25
Jeep,Compass Sport,2016,99000,Gasoline,172.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,5000.0,10,0.0505045403581782,9000.0
INFINITI,G37 Sport,2008,63496,Gasoline,330.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,15000.0,18,0.23623163299053498,3341.8947368421054
Ford,F-150 XLT,2022,18465,Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Gray,None reported,Yes,47500.0,4,2.5722950287013973,3693.0
Porsche,911 Carrera 4S,2007,42635,Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Blue,None reported,Yes,72995.0,19,1.712050849047753,2131.75
INFINITI,G35 Base,2005,99000,Gasoline,298.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,18900.0,21,0.1909071625539136,4500.0
Chrysler,300C Base,2013,87500,Gasoline,292.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,13750.0,13,0.15714106124501434,6250.0
Toyota,Camry Solara SLE,2007,138000,Gasoline,210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Beige,None reported,Yes,6800.0,19,0.04927500525358512,6900.0
Lexus,IS 300 Base,2018,70891,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,28995.0,8,0.4090024262258083,7876.777777777777
Buick,Enclave Essence,2020,55403,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Red,Gray,At least 1 accident or damage reported,Yes,29444.0,6,0.5314417731571728,7914.714285714285
BMW,M4 Competition xDrive,2022,3213,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Red,None reported,Yes,89995.0,4,28.00093341630367,642.6
Pontiac,GTO Base,2005,142314,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Red,At least 1 accident or damage reported,Yes,21999.0,21,0.15457962969469136,6468.818181818182
Toyota,FJ Cruiser Base,2013,53000,Gasoline,260.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,36740.0,13,0.6931944680289052,3785.714285714286
Hyundai,Elantra SE,2014,120250,Gasoline,145.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,7500.0,12,0.06236954370441826,9250.0
Porsche,Macan S,2015,72329,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,29500.0,11,0.40785289644684086,6027.416666666667
Hummer,H3 Base,2007,153692,Gasoline,242.0HP 3.7L 5 Cylinder Engine Gasoline Fuel,4-Speed A/T,Beige,Black,None reported,Yes,9995.0,19,0.06503223959451634,7684.6
Tesla,Model 3 Long Range,2021,32670,Gasoline,Electric Motor Electric Fuel System,A/T,White,Black,None reported,Yes,37000.0,5,1.1325028312570782,5445.0
Ford,Transit-350 Base,2018,235000,Gasoline,275.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,18000.0,8,0.07659541874289896,26111.11111111111
Rivian,R1T Launch Edition,2022,8681,Gasoline,835.0HP Electric Motor Electric Fuel System,A/T,Gray,Black,None reported,Yes,82000.0,4,9.444828380557475,1736.2
Audi,S4 3.0 Prestige,2012,98400,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,White,None reported,Yes,18000.0,14,0.18292497027469232,6560.0
Toyota,4Runner SR5 Premium,2023,1400,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,46500.0,3,33.190578158458244,350.0
Tesla,Model 3 Mid Range,2018,32000,Gasoline,271.0HP Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,29999.0,8,0.9374394550170307,3555.5555555555557
Mercedes-Benz,G-Class G 550 4MATIC,2021,75151,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,130000.0,5,1.7298275494996807,12525.166666666666
Subaru,Legacy 2.5 GT spec.B,2008,94000,Gasoline,243.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Blue,None reported,Yes,12500.0,18,0.13297730875203456,4947.368421052632
